refund_id,order_id,refund_amount,refund_date,refund_reason
1815,10444,1146.55,2024-04-24,Delay
1816,10390,2447.26,2024-03-23,Quality Issue
1817,24303,1265.96,2024-05-22,Delay
1818,2596,352.91,2024-02-29,Delay
1819,23303,881.46,2024-01-21,Delay
1820,17560,2022.46,2024-03-02,Payment Issue
1821,14352,2085.16,2024-02-17,Payment Issue
1822,3877,1368.68,2024-04-22,Delay
1823,3932,2307.65,2024-06-22,Delay
1824,12231,988.01,2024-03-18,Payment Issue
1825,19858,2052.1,2024-06-07,Quality Issue
1826,3640,444.97,2024-01-19,Quality Issue
1827,316,1722.79,2024-06-13,Payment Issue
1828,24235,1695.24,2024-04-22,Payment Issue
1829,5679,966.67,2024-04-15,Quality Issue
1830,4462,1922.01,2024-01-22,Delay
1831,6021,920.13,2024-04-08,Payment Issue
1832,24578,1260.97,2024-04-26,Quality Issue
1833,209,1010.05,2024-06-24,Quality Issue
1834,21106,2271.37,2024-02-15,Quality Issue
1835,2230,489.32,2024-05-30,Delay
1836,937,1358.77,2024-01-21,Quality Issue
1837,13692,1954.49,2024-06-02,Quality Issue
1838,5334,220.34,2024-03-18,Payment Issue
1839,24021,746.17,2024-05-16,Quality Issue
1840,13261,225.32,2024-03-19,Payment Issue
1841,3704,1272.53,2024-04-21,Payment Issue
1842,1511,1298.25,2024-06-27,Payment Issue
1843,18493,1604.46,2024-05-01,Delay
1844,14336,2070.3,2024-02-16,Quality Issue
1845,22083,1213.84,2024-01-24,Delay
1846,12089,1587.43,2024-03-08,Delay
1847,21670,2287.27,2024-04-30,Payment Issue
1848,14365,1867.3,2024-06-28,Quality Issue
1849,21498,2000.72,2024-03-07,Payment Issue
1850,8345,1803.25,2024-04-22,Delay
1851,4247,416.11,2024-06-19,Delay
1852,22720,2189.44,2024-01-31,Quality Issue
1853,1612,1049.36,2024-03-07,Payment Issue
1854,10213,1664.44,2024-02-20,Delay
1855,7640,947.64,2024-04-09,Payment Issue
1856,12118,1586.52,2024-05-07,Payment Issue
1857,22516,1242.39,2024-04-24,Quality Issue
1858,6138,2384.93,2024-05-04,Quality Issue
1859,20655,2440.72,2024-04-27,Payment Issue
1860,11767,856.21,2024-03-18,Quality Issue
1861,18159,648.46,2024-05-13,Delay
1862,8067,601.98,2024-02-17,Payment Issue
1863,14152,452.85,2024-01-19,Payment Issue
1864,6025,446.32,2024-02-14,Payment Issue
1865,22805,1832.94,2024-04-25,Quality Issue
1866,9927,1314.5,2024-02-03,Payment Issue
1867,8518,415.45,2024-03-27,Payment Issue
1868,10009,1870.93,2024-02-11,Delay
1869,12308,1871.33,2024-03-23,Delay
1870,11072,2261.09,2024-05-10,Delay
1871,7286,2012.93,2024-05-02,Delay
1872,19156,1602.31,2024-01-22,Quality Issue
1873,15478,2013.35,2024-03-16,Delay
1874,3595,411.28,2024-03-21,Payment Issue
1875,17226,1684.2,2024-06-15,Quality Issue
1876,8940,1916.32,2024-02-26,Delay
1877,24570,1476.84,2024-01-19,Payment Issue
1878,1662,1641.85,2024-05-01,Payment Issue
1879,7925,2052.34,2024-01-06,Delay
1880,8929,2239.88,2024-04-05,Payment Issue
1881,24313,2087.26,2024-03-02,Payment Issue
1882,21262,1951.15,2024-01-21,Quality Issue
1883,18608,894.13,2024-02-27,Delay
1884,12768,1901.27,2024-05-05,Delay
1885,2443,360.71,2024-05-25,Payment Issue
1886,1475,1787.81,2024-04-02,Delay
1887,8526,259.18,2024-06-18,Delay
1888,20561,1095.63,2024-04-15,Payment Issue
1889,3367,903.15,2024-04-25,Payment Issue
1890,994,1632.27,2024-07-01,Payment Issue
1891,23748,1090.51,2024-04-09,Payment Issue
1892,10393,1183.38,2024-04-23,Delay
1893,22884,862.11,2024-02-16,Delay
1894,24905,979.4,2024-06-24,Delay
1895,5166,2083.02,2024-03-05,Payment Issue
1896,1714,919.21,2024-01-06,Quality Issue
1897,14703,492.8,2024-06-28,Delay
1898,19330,952.62,2024-03-02,Quality Issue
1899,17960,2411.22,2024-05-05,Delay
1900,10508,206.87,2024-02-02,Quality Issue
1901,3790,1885.05,2024-05-22,Delay
1902,5095,556.55,2024-05-20,Delay
1903,18357,863.79,2024-01-10,Quality Issue
1904,23530,1232.84,2024-03-30,Delay
1905,24426,912.32,2024-01-13,Payment Issue
1906,13627,935.64,2024-03-08,Delay
1907,8864,815.99,2024-04-17,Payment Issue
1908,24778,647.85,2024-06-01,Quality Issue
1909,11400,1799.14,2024-01-27,Payment Issue
1910,22375,1679.71,2024-05-06,Delay
1911,3456,1392.24,2024-05-02,Payment Issue
1912,7498,215.28,2024-06-24,Quality Issue
1913,20601,1116.6,2024-02-17,Payment Issue
1914,3582,1304.33,2024-04-02,Quality Issue
1915,12924,2027.07,2024-05-02,Payment Issue
1916,14979,1492.14,2024-04-09,Delay
1917,12472,1113.62,2024-05-09,Quality Issue
1918,4190,1589.09,2024-02-21,Delay
1919,11624,610.53,2024-01-30,Quality Issue
1920,15507,1600.05,2024-01-24,Delay
1921,18870,1526.01,2024-05-25,Payment Issue
1922,10908,223.46,2024-01-18,Delay
1923,18198,435.62,2024-04-05,Quality Issue
1924,5097,2491.64,2024-06-17,Quality Issue
1925,17186,1447.19,2024-05-17,Quality Issue
1926,1766,2250.2,2024-01-25,Payment Issue
1927,20587,1861.81,2024-02-23,Quality Issue
1928,14508,2433.29,2024-04-19,Delay
1929,9243,1804.81,2024-06-20,Quality Issue
1930,23926,1179.76,2024-06-23,Payment Issue
1931,16409,1483.61,2024-06-20,Delay
1932,15540,856.28,2024-02-27,Quality Issue
1933,20272,1282.41,2024-05-27,Payment Issue
1934,10232,832.34,2024-02-19,Quality Issue
1935,24766,505.43,2024-02-17,Payment Issue
1936,22659,824.29,2024-02-27,Quality Issue
1937,14760,542.52,2024-05-01,Delay
1938,17171,1501.62,2024-03-18,Delay
1939,13846,903.46,2024-05-23,Payment Issue
1940,22418,2206.32,2024-03-26,Quality Issue
1941,1643,1954.63,2024-06-17,Payment Issue
1942,13989,2478.23,2024-05-12,Delay
1943,4033,854.41,2024-05-09,Delay
1944,21696,596.38,2024-01-18,Quality Issue
1945,10043,486.66,2024-04-08,Quality Issue
1946,24621,2212.1,2024-02-17,Quality Issue
1947,1423,2353.57,2024-06-27,Payment Issue
1948,19503,283.54,2024-04-04,Payment Issue
1949,3510,1345.45,2024-06-15,Delay
1950,23768,837.88,2024-02-09,Quality Issue
1951,4004,1492.34,2024-01-19,Quality Issue
1952,3394,1209.94,2024-06-24,Quality Issue
1953,8162,1262.63,2024-06-11,Payment Issue
1954,23656,1430.52,2024-02-28,Delay
1955,23905,1340.09,2024-04-10,Payment Issue
1956,10437,562.83,2024-05-28,Payment Issue
1957,17604,1791.92,2024-05-19,Quality Issue
1958,23184,545.65,2024-05-26,Payment Issue
1959,684,1917.68,2024-03-19,Quality Issue
1960,2753,2395.59,2024-04-24,Payment Issue
1961,22175,422.49,2024-02-13,Quality Issue
1962,12168,1436.15,2024-04-17,Quality Issue
1963,23496,1643.37,2024-03-05,Delay
1964,13723,1393.21,2024-06-02,Delay
1965,5108,2009.42,2024-03-25,Delay
1966,20913,2037.83,2024-04-11,Delay
1967,2174,1488.51,2024-06-20,Delay
1968,23449,1082.98,2024-01-28,Quality Issue
1969,18216,2473.64,2024-06-17,Quality Issue
1970,14547,1714.35,2024-02-28,Quality Issue
1971,5514,991.81,2024-01-26,Delay
1972,21033,2487.39,2024-03-28,Payment Issue
1973,21001,1159.97,2024-04-09,Delay
1974,22710,2384.99,2024-04-24,Payment Issue
1975,15545,1163.22,2024-04-16,Quality Issue
1976,16848,871.33,2024-02-28,Quality Issue
1977,16095,455.57,2024-02-29,Payment Issue
1978,4120,713.02,2024-06-17,Payment Issue
1979,3419,2350.01,2024-04-02,Quality Issue
1980,24201,588.44,2024-03-05,Payment Issue
1981,36,966.22,2024-02-25,Payment Issue
1982,8212,1413.83,2024-06-16,Payment Issue
1983,4731,1170.84,2024-03-19,Delay
1984,21259,2146.15,2024-06-13,Delay
1985,3185,1994.93,2024-03-31,Delay
1986,3523,2261.63,2024-02-07,Payment Issue
1987,2725,1436.22,2024-02-15,Payment Issue
1988,6428,1781.98,2024-01-19,Quality Issue
1989,17191,1699.3,2024-04-04,Quality Issue
1990,21293,1987.93,2024-04-21,Quality Issue
1991,14378,1772.87,2024-02-24,Delay
1992,5385,781.97,2024-05-10,Delay
1993,5503,520.9,2024-05-25,Delay
1994,20211,675.22,2024-02-17,Delay
1995,20244,1977.89,2024-03-29,Quality Issue
1996,15416,1662.57,2024-04-13,Delay
1997,1570,624.77,2024-01-06,Payment Issue
1998,2233,995.31,2024-05-17,Delay
1999,18177,884.2,2024-04-26,Quality Issue
2000,3753,304.23,2024-03-12,Delay
2001,10610,677.6,2024-06-10,Payment Issue
2002,23521,457.16,2024-05-03,Delay
2003,13756,2062.54,2024-02-20,Delay
2004,1384,629.22,2024-02-14,Quality Issue
2005,912,555.53,2024-02-28,Quality Issue
2006,2153,594.96,2024-05-01,Quality Issue
2007,15468,1904.05,2024-02-17,Payment Issue
2008,460,1602.49,2024-01-07,Delay
2009,12142,1643.86,2024-05-06,Payment Issue
2010,4885,1026.6,2024-01-17,Quality Issue
2011,4772,2048.34,2024-05-30,Delay
2012,9000,664.84,2024-02-15,Delay
2013,8281,754.72,2024-04-17,Payment Issue
2014,4161,1025.57,2024-01-11,Payment Issue
2015,15963,2284.41,2024-02-21,Delay
2016,2831,206.74,2024-04-24,Quality Issue
2017,22854,932.99,2024-01-07,Delay
2018,5502,1017.67,2024-02-02,Delay
2019,2813,583.18,2024-05-11,Quality Issue
2020,13974,813.23,2024-04-11,Quality Issue
2021,21991,1795.88,2024-06-10,Payment Issue
2022,23573,322.19,2024-06-12,Quality Issue
2023,15231,697.52,2024-04-29,Delay
2024,17653,2156.86,2024-01-09,Quality Issue
2025,10077,527.94,2024-03-12,Quality Issue
2026,14243,1178.51,2024-04-21,Delay
2027,5228,806.85,2024-06-13,Delay
2028,15181,560.92,2024-02-21,Delay
2029,12323,269.31,2024-06-05,Payment Issue
2030,18683,420.71,2024-04-29,Quality Issue
2031,1430,2046.5,2024-02-08,Payment Issue
2032,10599,473.29,2024-02-23,Delay
2033,13968,1616.36,2024-04-01,Payment Issue
2034,675,1673.76,2024-04-11,Quality Issue
2035,8959,2498.75,2024-06-03,Delay
2036,2141,1842.35,2024-03-17,Delay
2037,23935,1416.67,2024-01-11,Delay
2038,972,811.07,2024-03-18,Quality Issue
2039,20709,266.75,2024-05-06,Payment Issue
2040,15927,595.45,2024-02-19,Quality Issue
2041,10464,1864.61,2024-03-25,Quality Issue
2042,21287,1957.21,2024-06-19,Quality Issue
2043,15953,387.46,2024-05-27,Payment Issue
2044,12794,785.14,2024-02-05,Quality Issue
2045,11228,1384.49,2024-03-21,Payment Issue
2046,20166,1185.37,2024-04-11,Delay
2047,3024,2186.14,2024-06-04,Quality Issue
2048,2146,1936.3,2024-05-18,Delay
2049,6333,1525.31,2024-06-21,Delay
2050,21396,1348.89,2024-05-30,Payment Issue
2051,16818,1155.8,2024-04-30,Payment Issue
2052,23812,1269.88,2024-01-19,Payment Issue
2053,1607,329.93,2024-01-21,Quality Issue
2054,24363,1760.2,2024-01-26,Payment Issue
2055,3028,2047.89,2024-06-23,Delay
2056,13358,364.85,2024-06-28,Payment Issue
2057,17389,892.19,2024-06-08,Delay
2058,20170,725.55,2024-05-17,Payment Issue
2059,16582,539.56,2024-04-17,Quality Issue
2060,19843,720.36,2024-05-06,Quality Issue
2061,6235,870.11,2024-07-01,Quality Issue
2062,9608,1266.2,2024-05-01,Quality Issue
2063,9148,2016.88,2024-01-03,Payment Issue
2064,15911,1113.97,2024-02-02,Quality Issue
2065,13552,898.17,2024-04-11,Quality Issue
2066,11947,1322.94,2024-04-29,Payment Issue
2067,7780,337.76,2024-03-17,Delay
2068,3533,1170.71,2024-05-16,Quality Issue
2069,13171,1071.41,2024-05-23,Quality Issue
2070,8088,2229.13,2024-03-01,Quality Issue
2071,23404,268.56,2024-04-07,Payment Issue
2072,7176,273.77,2024-06-08,Quality Issue
2073,11880,1760.58,2024-04-04,Delay
2074,20037,2201.11,2024-02-10,Delay
2075,14207,1274.42,2024-02-19,Quality Issue
2076,8171,669.78,2024-04-14,Delay
2077,22586,1918.42,2024-01-25,Delay
2078,12883,1233.94,2024-05-07,Quality Issue
2079,2223,1482.76,2024-03-20,Quality Issue
2080,8145,1642.35,2024-05-09,Delay
2081,12388,256.02,2024-03-15,Payment Issue
2082,24569,991.38,2024-05-03,Quality Issue
2083,4505,2170.3,2024-03-31,Quality Issue
2084,15312,2439.21,2024-06-24,Delay
2085,11236,868.14,2024-04-19,Payment Issue
2086,18506,836.27,2024-02-17,Quality Issue
2087,3231,2189.48,2024-02-08,Delay
2088,22337,2342.19,2024-01-29,Payment Issue
2089,8833,1373.75,2024-05-19,Payment Issue
2090,13029,639.93,2024-01-16,Payment Issue
2091,4389,1970.42,2024-05-05,Payment Issue
2092,11554,963.11,2024-04-07,Delay
2093,8279,722.6,2024-03-03,Payment Issue
2094,1633,539.95,2024-06-30,Payment Issue
2095,7232,1296.02,2024-03-12,Quality Issue
2096,17892,390.5,2024-06-02,Payment Issue
2097,3112,1894.07,2024-03-21,Delay
2098,20527,386.61,2024-04-15,Quality Issue
2099,11425,2085.07,2024-05-17,Quality Issue
2100,3965,1687.14,2024-03-04,Delay
2101,5529,963.45,2024-04-23,Delay
2102,467,2324.21,2024-03-04,Quality Issue
2103,19264,1219.16,2024-01-30,Payment Issue
2104,2271,1739.62,2024-03-07,Quality Issue
2105,6036,1701.98,2024-04-14,Delay
2106,19675,1745.14,2024-04-05,Payment Issue
2107,18924,1389.15,2024-04-25,Delay
2108,12695,1019.23,2024-04-29,Payment Issue
2109,16688,1350.74,2024-05-31,Quality Issue
2110,6246,1120.93,2024-05-17,Delay
2111,15742,2247.87,2024-03-07,Quality Issue
2112,19919,1770.02,2024-05-14,Payment Issue
2113,5981,886.73,2024-05-21,Payment Issue
2114,15171,599.61,2024-04-06,Payment Issue
2115,4297,731.64,2024-05-24,Payment Issue
2116,7894,2284.09,2024-02-23,Quality Issue
2117,1581,1975.37,2024-01-25,Payment Issue
2118,19303,1356.74,2024-02-11,Quality Issue
2119,20557,2135.29,2024-02-24,Quality Issue
2120,7113,1784.79,2024-04-20,Delay
2121,3593,2284.87,2024-06-16,Payment Issue
2122,8715,204.97,2024-06-16,Delay
2123,2741,901.83,2024-01-21,Delay
2124,845,928.8,2024-05-24,Delay
2125,22373,1696.62,2024-03-08,Quality Issue
2126,13923,2301.62,2024-03-25,Payment Issue
2127,11888,2306.93,2024-01-18,Delay
2128,6949,604.22,2024-01-15,Quality Issue
2129,2309,263.16,2024-05-30,Delay
2130,1399,412.25,2024-05-26,Delay
2131,8953,743.28,2024-06-03,Payment Issue
2132,122,2334.44,2024-06-28,Quality Issue
2133,10698,1392.94,2024-04-09,Delay
2134,23126,2408.46,2024-05-07,Delay
2135,19495,525.62,2024-06-01,Quality Issue
2136,5188,1353.86,2024-03-19,Delay
2137,3617,690.31,2024-02-02,Quality Issue
2138,5020,464.47,2024-06-17,Payment Issue
2139,6629,2435.73,2024-05-30,Delay
2140,5858,1854.83,2024-05-24,Delay
2141,16800,2298.66,2024-03-10,Quality Issue
2142,14820,723.02,2024-02-19,Quality Issue
2143,17220,2240.0,2024-06-18,Delay
2144,10440,1960.37,2024-06-20,Payment Issue
2145,20496,1659.68,2024-02-25,Payment Issue
2146,24307,1469.36,2024-06-22,Quality Issue
2147,2387,1887.55,2024-01-08,Quality Issue
2148,2202,2201.11,2024-05-30,Payment Issue
2149,9247,2450.76,2024-01-25,Payment Issue
2150,20697,298.85,2024-01-24,Payment Issue
2151,14884,1006.73,2024-06-22,Quality Issue
2152,11301,1711.7,2024-01-29,Quality Issue
2153,19557,1623.23,2024-01-17,Payment Issue
2154,4689,278.5,2024-03-01,Delay
2155,16260,1601.68,2024-06-13,Delay
2156,20395,844.38,2024-06-15,Delay
2157,2605,1804.2,2024-06-29,Delay
2158,24957,1746.61,2024-03-15,Payment Issue
2159,10672,1463.3,2024-01-11,Quality Issue
2160,3922,987.63,2024-06-30,Quality Issue
2161,21179,1557.71,2024-01-02,Quality Issue
2162,3483,2128.3,2024-03-23,Delay
2163,19228,2145.82,2024-03-30,Quality Issue
2164,11582,1586.33,2024-04-05,Quality Issue
2165,2421,1151.34,2024-03-08,Quality Issue
2166,1963,2200.16,2024-04-07,Payment Issue
2167,14910,1544.97,2024-02-05,Quality Issue
2168,20641,1118.54,2024-01-13,Delay
2169,10330,2184.97,2024-05-31,Delay
2170,3841,2300.96,2024-05-22,Quality Issue
2171,6282,1224.43,2024-06-29,Payment Issue
2172,2291,1464.1,2024-05-10,Quality Issue
2173,24984,2318.36,2024-03-01,Payment Issue
2174,23181,514.83,2024-02-10,Delay
2175,10398,1290.04,2024-01-31,Payment Issue
2176,23439,2054.95,2024-05-14,Quality Issue
2177,15653,1837.53,2024-03-17,Delay
2178,23410,215.39,2024-01-21,Quality Issue
2179,17115,1759.42,2024-05-05,Delay
2180,10665,1266.83,2024-05-10,Quality Issue
2181,24054,2009.85,2024-01-27,Payment Issue
2182,19016,1598.5,2024-02-01,Quality Issue
2183,2711,673.12,2024-02-04,Payment Issue
2184,18248,517.81,2024-04-04,Delay
2185,19488,2037.62,2024-01-24,Delay
2186,15187,2202.5,2024-05-14,Payment Issue
2187,17800,958.5,2024-06-06,Payment Issue
2188,4967,272.79,2024-04-29,Delay
2189,6907,634.36,2024-06-09,Payment Issue
2190,9359,381.12,2024-03-18,Quality Issue
2191,22031,2350.28,2024-06-19,Payment Issue
2192,19092,212.59,2024-04-07,Payment Issue
2193,20069,205.4,2024-03-08,Payment Issue
2194,15943,1252.12,2024-01-11,Quality Issue
2195,5069,465.77,2024-02-25,Quality Issue
2196,17580,550.5,2024-04-03,Quality Issue
2197,21647,1213.63,2024-03-07,Delay
2198,13986,610.64,2024-03-10,Quality Issue
2199,1351,1983.33,2024-05-15,Payment Issue
2200,22017,1915.28,2024-01-23,Quality Issue
2201,8239,2370.34,2024-06-28,Quality Issue
2202,6632,1537.54,2024-01-26,Quality Issue
2203,4456,1611.07,2024-01-05,Delay
2204,9034,1340.45,2024-05-19,Delay
2205,169,1557.72,2024-05-24,Quality Issue
2206,4575,361.75,2024-01-18,Payment Issue
2207,4619,745.84,2024-02-20,Delay
2208,5513,1158.38,2024-05-24,Delay
2209,22578,2367.29,2024-04-23,Delay
2210,14222,2292.06,2024-03-10,Delay
2211,5554,1164.62,2024-03-30,Payment Issue
2212,14661,1496.3,2024-02-29,Quality Issue
2213,14065,1740.19,2024-05-16,Delay
2214,16639,961.88,2024-01-17,Quality Issue
2215,24035,1483.78,2024-06-27,Quality Issue
2216,1412,1820.53,2024-01-12,Payment Issue
2217,2684,715.78,2024-02-07,Delay
2218,8310,1860.95,2024-05-27,Delay
2219,19360,487.58,2024-02-16,Quality Issue
2220,22394,1062.21,2024-03-28,Delay
2221,20143,1828.19,2024-05-23,Payment Issue
2222,2506,2082.41,2024-03-14,Payment Issue
2223,6420,1680.2,2024-03-18,Quality Issue
2224,4825,785.37,2024-03-16,Quality Issue
2225,16043,2287.34,2024-03-15,Delay
2226,8059,1293.0,2024-01-15,Payment Issue
2227,24694,418.83,2024-03-31,Delay
2228,11769,239.95,2024-05-27,Quality Issue
2229,18548,546.65,2024-03-16,Quality Issue
2230,15812,512.36,2024-01-05,Quality Issue
2231,21967,2038.82,2024-02-10,Quality Issue
2232,10494,985.98,2024-01-04,Quality Issue
2233,3669,302.61,2024-02-29,Payment Issue
2234,6443,1551.5,2024-05-22,Payment Issue
2235,22831,329.0,2024-02-14,Delay
2236,9802,1558.89,2024-06-12,Quality Issue
2237,1028,403.6,2024-04-04,Delay
2238,19758,1717.06,2024-03-12,Payment Issue
2239,17547,976.2,2024-01-06,Delay
2240,6180,564.0,2024-04-17,Delay
2241,5720,1022.87,2024-06-24,Delay
2242,18265,2490.7,2024-05-07,Payment Issue
2243,656,1608.73,2024-02-03,Quality Issue
2244,8514,1913.86,2024-06-27,Payment Issue
2245,15556,2472.62,2024-02-14,Delay
2246,24720,2096.84,2024-01-26,Delay
2247,14772,2458.12,2024-01-12,Delay
2248,3560,2054.78,2024-05-05,Payment Issue
2249,5517,233.69,2024-03-31,Quality Issue
2250,19663,2457.47,2024-04-18,Payment Issue
2251,2529,2004.63,2024-01-06,Quality Issue
2252,20844,1267.65,2024-04-11,Delay
2253,7133,675.46,2024-02-22,Delay
2254,9335,2466.84,2024-04-20,Quality Issue
2255,22176,622.18,2024-01-18,Payment Issue
2256,279,1789.97,2024-03-17,Quality Issue
2257,17993,2255.56,2024-03-08,Delay
2258,14804,291.96,2024-06-03,Delay
2259,20983,434.51,2024-06-18,Quality Issue
2260,20482,2171.79,2024-01-05,Payment Issue
2261,1636,514.24,2024-02-02,Delay
2262,5100,1820.25,2024-06-26,Delay
2263,3781,675.55,2024-01-10,Quality Issue
2264,4686,1385.42,2024-04-02,Delay
2265,19470,1600.37,2024-01-13,Delay
2266,3586,1491.01,2024-06-25,Delay
2267,23582,910.31,2024-03-10,Quality Issue
2268,2814,1346.7,2024-02-11,Payment Issue
2269,9932,1199.32,2024-01-14,Payment Issue
2270,24755,2052.63,2024-03-30,Quality Issue
2271,10557,514.99,2024-02-02,Quality Issue
2272,24690,667.77,2024-01-24,Delay
2273,1132,962.42,2024-02-07,Quality Issue
2274,2266,966.79,2024-02-20,Payment Issue
2275,2042,2475.18,2024-04-10,Quality Issue
2276,20957,1410.76,2024-05-31,Payment Issue
2277,2541,1862.19,2024-05-13,Payment Issue
2278,374,2042.0,2024-02-28,Quality Issue
2279,12065,2244.66,2024-03-13,Delay
2280,17423,1078.2,2024-06-13,Quality Issue
2281,19434,296.04,2024-04-26,Quality Issue
2282,3618,836.35,2024-06-28,Payment Issue
2283,12011,1158.3,2024-01-08,Quality Issue
2284,22759,1111.23,2024-05-13,Payment Issue
2285,4845,1300.6,2024-05-17,Quality Issue
2286,2076,1482.94,2024-04-04,Quality Issue
2287,24848,1689.65,2024-02-21,Delay
2288,18067,537.66,2024-06-18,Delay
2289,13015,245.79,2024-05-27,Quality Issue
2290,17844,2195.29,2024-04-30,Delay
2291,1419,612.05,2024-02-27,Delay
2292,19485,832.86,2024-03-02,Delay
2293,20723,2322.38,2024-02-19,Payment Issue
2294,20263,1937.17,2024-01-11,Delay
2295,12352,1311.76,2024-06-02,Delay
2296,1596,2402.72,2024-02-19,Quality Issue
2297,17711,1972.87,2024-06-17,Delay
2298,9636,2127.34,2024-05-01,Payment Issue
2299,1176,2490.03,2024-03-31,Quality Issue
2300,3247,1044.84,2024-02-23,Quality Issue
2301,18495,1757.27,2024-03-17,Payment Issue
2302,20624,658.39,2024-01-17,Payment Issue
2303,6253,1994.26,2024-05-31,Delay
2304,24147,590.02,2024-03-15,Payment Issue
2305,16757,2053.13,2024-06-20,Payment Issue
2306,5408,959.5,2024-03-06,Quality Issue
2307,8411,1493.68,2024-01-31,Delay
2308,21775,1319.64,2024-03-23,Delay
2309,1504,2211.41,2024-03-13,Payment Issue
2310,1555,896.87,2024-06-30,Quality Issue
2311,20202,1251.51,2024-06-25,Payment Issue
2312,1076,1484.78,2024-05-02,Payment Issue
2313,14673,1224.32,2024-04-27,Delay
2314,11703,1791.47,2024-03-20,Quality Issue
2315,6978,2155.15,2024-01-29,Payment Issue
2316,22889,2129.87,2024-05-04,Payment Issue
2317,11209,294.53,2024-04-26,Delay
2318,5926,1040.39,2024-06-05,Quality Issue
2319,12408,1119.31,2024-01-28,Delay
2320,8488,1358.36,2024-04-06,Quality Issue
2321,15279,2254.2,2024-04-13,Quality Issue
2322,3283,430.9,2024-01-23,Payment Issue
2323,16788,1310.51,2024-02-26,Delay
2324,24393,965.0,2024-06-11,Delay
2325,8770,2003.54,2024-05-29,Payment Issue
2326,14188,1528.67,2024-06-01,Delay
2327,13505,476.21,2024-02-26,Delay
2328,2735,2255.65,2024-02-04,Delay
2329,17743,1639.03,2024-03-30,Delay
2330,10521,1926.83,2024-02-10,Payment Issue
2331,23025,2351.72,2024-01-08,Quality Issue
2332,21356,2178.71,2024-02-05,Delay
2333,14494,2410.86,2024-02-27,Quality Issue
2334,8152,2192.73,2024-03-24,Quality Issue
2335,17490,370.02,2024-05-24,Payment Issue
2336,13279,1232.04,2024-04-27,Quality Issue
2337,16303,1181.53,2024-02-27,Delay
2338,9202,479.07,2024-05-29,Delay
2339,10506,1832.06,2024-05-04,Payment Issue
2340,4773,2218.26,2024-03-02,Quality Issue
2341,24227,701.78,2024-02-15,Quality Issue
2342,31,878.82,2024-02-11,Quality Issue
2343,2565,1235.06,2024-02-18,Delay
2344,21280,909.05,2024-05-06,Delay
2345,10598,765.05,2024-05-15,Delay
2346,22695,1799.33,2024-06-10,Quality Issue
2347,21529,2488.85,2024-02-09,Payment Issue
2348,2175,661.98,2024-06-28,Delay
2349,6825,2210.71,2024-02-14,Quality Issue
2350,548,1691.23,2024-05-26,Quality Issue
2351,8820,1504.22,2024-05-30,Delay
2352,20466,1920.07,2024-06-07,Quality Issue
2353,15949,1634.2,2024-06-13,Payment Issue
2354,8194,2298.61,2024-06-28,Delay
2355,4037,2349.74,2024-04-13,Payment Issue
2356,1681,2073.74,2024-06-27,Payment Issue
2357,18186,1442.37,2024-05-25,Quality Issue
2358,4266,2297.59,2024-05-26,Payment Issue
2359,13446,1783.56,2024-01-15,Quality Issue
2360,8328,371.15,2024-05-16,Quality Issue
2361,18569,1261.04,2024-01-23,Payment Issue
2362,18145,948.82,2024-04-12,Quality Issue
2363,4246,2244.93,2024-02-25,Delay
2364,104,876.11,2024-05-16,Delay
2365,13057,347.04,2024-02-14,Payment Issue
2366,21434,1854.02,2024-03-26,Quality Issue
2367,21071,301.03,2024-06-16,Delay
2368,7692,1648.7,2024-03-07,Delay
2369,11869,1693.92,2024-04-05,Delay
2370,16988,659.53,2024-06-21,Payment Issue
2371,10615,1298.43,2024-06-08,Quality Issue
2372,22698,2217.14,2024-06-05,Quality Issue
2373,8337,287.01,2024-01-13,Payment Issue
2374,7291,1858.57,2024-01-29,Quality Issue
2375,3316,1403.73,2024-02-04,Payment Issue
2376,16278,1832.67,2024-03-22,Payment Issue
2377,24268,1978.89,2024-05-16,Delay
2378,17113,1736.65,2024-01-11,Payment Issue
2379,9251,523.03,2024-04-28,Payment Issue
2380,3814,819.0,2024-04-24,Quality Issue
2381,12292,1874.02,2024-03-19,Payment Issue
2382,10422,543.53,2024-05-04,Delay
2383,665,1320.59,2024-06-12,Payment Issue
2384,16572,1187.57,2024-03-25,Delay
2385,24269,413.21,2024-04-26,Quality Issue
2386,15958,1726.27,2024-04-27,Quality Issue
2387,14119,959.86,2024-03-27,Quality Issue
2388,15483,752.82,2024-03-31,Payment Issue
2389,10514,1862.95,2024-03-07,Payment Issue
2390,17802,245.89,2024-01-04,Quality Issue
2391,14686,1701.02,2024-03-08,Quality Issue
2392,10045,1126.67,2024-06-03,Quality Issue
2393,2209,1322.0,2024-01-30,Quality Issue
2394,564,1917.94,2024-03-19,Payment Issue
2395,4708,1905.9,2024-03-12,Payment Issue
2396,13124,1782.22,2024-02-13,Payment Issue
2397,17465,567.08,2024-06-06,Delay
2398,12456,899.95,2024-02-24,Payment Issue
2399,6519,217.25,2024-06-10,Delay
2400,9899,2172.36,2024-02-21,Quality Issue
2401,1874,1171.32,2024-01-15,Payment Issue
2402,3173,596.15,2024-06-13,Delay
2403,16366,855.04,2024-05-25,Quality Issue
2404,16402,1045.34,2024-01-07,Delay
2405,6613,488.76,2024-03-05,Quality Issue
2406,20039,204.17,2024-01-12,Delay
